,Number_Episode,Dates,Detectives,Title,Place,Links,Ratings,Ratingcounts,TV_stations,Amount_actors,Story,Director,Script,Camera,Story_words_amount,Story_len,Amount_Director,Amount_Script,Amount_Camera,Viewers_absolute,Viewers_%,Ranking,Ranking_after_1990,Ranking_city,Ranking_city_after_1990,Actors,Year,Month,Day,Ratings_simple
740,362,1997-01-06,Brinkmann,Das Totenspiel,Frankfurt,https://www.tatort-blog.de/folgen/tatort-frankfurt/das-totenspiel/,2.3,121.0,HR,10,"Bei einer Frankfurter Privatbank hat ein Fall von Geldwäsche tödliche Folgen. Ein angeblicher Autounfall des verantwortlichen Vorstandsmitglieds in der Nähe von Karlsbad entpuppt sich als Täuschungsmanöver - denn an der Leiche des Toten entdeckt die Polizei Schusswunden. Kurz darauf wird Kommissar Brinkmann bei seinen Ermittlungen mit einem weiteren Mord konfrontiert, das Opfer gehörte ebenfalls zum Vorstand der Bank. Viele Hinweise sprechen diesmal für einen Mord aus Eifersucht, aber Brinkmann ist anderer Ansicht und verfolgt eine heiße Spur nach Karlsbad... ",Sylvia Hoffman,Sylvia Hoffman,Armin Alker ,80,566,1,1,1,8.4,26.0,426.0,224.0,31.0,3.0,"['Karl-Heinz von Hassel', 'Dietrich Mattausch', 'Milos Mejzlik', 'Doris Kunstmann', 'Günter Waidacher', 'Michaela Kuklova', 'Peter Bongartz', 'Miroslav Chorvath', 'Brigitte Goebel', 'Monica Bleibtreu', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1997,01,06,23
741,361,1997-05-25,Roiter/Zorowski,Mordsgeschäfte,Berlin,https://www.tatort-blog.de/folgen/tatort-berlin/mordsgeschaefte/,2.0,32.0,SFB,7,"Auf der größten Baustelle der Welt am Potsdamer Platz wird ein neues Stadtzentrum aus dem Boden gestampft. Bauinvestoren und Immobilienhaie haben in Berlin-Mitte Hochkonjunktur. Auch Hauptkommissar Ernst Roiter will vom allgemeinen Bauboom profitieren und legt - von Hause aus vermögend - Geld in einer Immobilie an: Er hat das Angebot seines Tennispartners, des Berliner Kaufhausbesitzers Lothar Studick, angenommen und ist zusammen mit drei weiteren Investoren zu einem geringen Prozentsatz in die millionenschwere Modernisierung eines alten Ostberliner Kaufhauses in der Schützenstraße eingestiegen. Dieses hatte Lothar Studick als ehemaliges Stammhaus seiner Familie in Berlin-Mitte als einziger Erbe nach der Wende zurückerhalten. Ein Gesellschaftervertrag regelt Modalitäten und Eigentumsverhältnisse am gemeinsamen millionenschweren Bauprojekt: Demnach hält Studick allein 95 Prozent der Anteile, die vier anderen Investoren, darunter auch Roiter, begnügen sich mit einer schönen Steuerabschreibung. Nach dem Richtfest in der Schützenstraße wird Studick in seiner Villa ermordet aufgefunden. Als Roiters Assistent Zorowski im Rahmen der Ermittlungen auf den Gesellschaftervertrag des Bauprojekts Schützenstraße stößt, kommt Roiter in Bedrängnis: Eine Klausel im Vertrag besagt, dass die Anteile auf die restlichen Eigner verteilt werden, falls einer der Gesellschafter ohne Erben verstirbt. Studick hatte niemanden, keine Ehefrau, keine Kinder... ",Jürgen Brauer,Andreas Pflüger,Matthias Tschiedel ,191,1454,1,1,1,7.09,23.1,674.0,472.0,41.0,25.0,"['Robinson Reichel', 'Winfried Glatzeder', 'Hanns Zischler', 'Felix von Manteuffel', 'Nikolaus Paryla', 'Heinz-Werner Kraehkamp', 'Leslie Malton', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1997,05,25,20
742,360,1997-05-19,Kant/Varanasi,Morde ohne Leichen,Wien,https://www.tatort-blog.de/folgen/tatort-wien/morde-ohne-leichen/,3.3,265.0,ORF,8,"Eine Mordserie erschüttert Wien, und die Mordkommission tappt vollkommen im Dunkeln. Eine Sache erschwert den Ermittlern um Kommissar Kant die Arbeit ungemein: Es gibt keine Leichen. Der Profikiller ""Mag Ritte"" hat zusammen mit einem Bestatter ein raffiniertes System ausgeheckt: Ritte führt einen Auftragsmord aus und hinterlässt als Bezahlung für den Abtransport der Leiche eine Rolle Tausender im Mund des Opfers. Die Leiche wird dann vom Bestatter abgeholt, zu einem frisch Verstorbenen in den Sarg gelegt und begraben. Erst als Ritte einen Fehler begeht und beim Beseitigen einer Leiche von einem Obdachlosen beobachtet werden kann, gelingt es der Polizei seine Spur aufzunehmen. Maria, die Besitzerin von Kommissar Kants Stammlokal, wird zur Anwaltskanzlei von Dr. Hildebrandt geschickt um dort einen Mord in Auftrag zu geben. Dort bekommt sie eine Adresse, wo ihr, wenn sie ihren ""Hund beseitigen möchte"", geholfen werden kann. Sie soll eine Annonce in der Zeitung aufgeben und warten, bis sich der Killer meldet. Doch Kommissar Kant braucht viel Geduld, denn das System von Ritte ist so raffiniert, dass er noch etliche Hürden überwinden muss, bis der Mörder schießlich vor ihm steht... ",Wolfgang Murnberger,Wolfgang Murnberger,Wolfgang Koch ,183,1195,1,1,1,5.85,18.0,1027.0,825.0,66.0,4.0,"['Johannes Nikolussi', 'Wolfgang Hübsch', 'Udo Samel', 'Susanne von Almassy', 'Elisabeth Lanz', 'Michael Janisch', 'Michou Friesz', 'Dario Lindes', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1997,05,19,33
743,359,1997-04-05,Sommer,Alptraum,Hamburg,https://www.tatort-blog.de/folgen/tatort-hamburg/alptraum/,2.8,62.0,NDR,7,"Ein Sexualmörder versetzt Hamburg in Angst und Schrecken. Die Untersuchungen leitet Kommissarin Lea Sommer. Staatsanwalt Dr. Riesterer kann auf dem Nachhauseweg zufällig einen weiteren Mord an einer Blondine verhindern. Der Täter, der offenbar Leas private Telefonnummer herausgefunden hat, beginnt, die Kommissarin mit nächtlichen Anrufen zu terrorisieren. Er spricht mit verstellter Stimme - in einem alemannischen Dialekt. Das Motiv wird zunehmend klarer: Hass auf Frauen, die beruflich erfolgreich sind. Lea Sommer wird tatsächlich überfallen - aber nicht getötet. Der Maskierte will zunächst sein böses Katz- und Mausspiel mit der Kommissarin fortsetzen, will sie demütigen. Die Polizei stellt dem Mörder eine Falle, die prompt funktioniert. Verhaftet wird der arbeitslose Walter Klaffki. Der hat aber nur die zwei ersten Morde auf dem Gewissen, den dritten hat ein anderer begangen. Doch wer? Beim Tatort ""Alptraum"" handelt es sich eigentlich um eine Folge aus der Serie ""Die Kommissarin"" mit Hannelore Elsner als Ermittlerin Lea Sommer. Während ""Die Kommissarin"" normalerweise in Frankfurt ermittelt, ist der Ort des Geschehens in dieser Folge die Hansestadt Hamburg. Für Lea Sommer blieb es jedoch bei lediglich zwei Einsätzen im Tatort. ",Bodo Fürneisen,Bodo Kirchhoff,Sebastian Richter ,181,1246,1,1,1,6.38,19.1,974.0,772.0,70.0,4.0,"['Hannelore Elsner', 'Christoph M. Ohrt', 'Suzanne von Borsody', 'Stephan Meyer', 'Walter Kreye', 'Rudolf Kowalski', 'Helmut Berger', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1997,04,05,28
744,358,1997-04-20,Kant/Varanasi,Hahnenkampf,Wien,https://www.tatort-blog.de/folgen/tatort-wien/hahnenkampf/,2.6,33.0,ORF,8,"Erster Fall für das Ermittlungsteam von Oberinspektor Paul Kant und seinem jungen Kollegen Jakob Varanasi: nicht genug, dass die beiden sich einander überhaupt erst kennenlernen müssen, ihr erster gemeinsamer Fall führt sie auch noch auf sehr ungewohntes Terrain - auf eine Hühnerfarm. Der Großgeflügelzüchter Bert Aumüller wird in einer Tonne, die zur Vergasung der männlichen Kücken dient, ermordet aufgefunden. Die Spur führt zu Hans Xaver, einem seltsam nervösen Biobauern, der Hühner in Freilandhaltung züchtet und ein militanter Gegner der Massentierhaltung ist. Seit Jahren brennt ein ""Hahnenkampf"" zwischen den verfeindeten Nachbarn. Kant scheint das Benehmen Xavers äußerst verdächtig, er möchte ihn mit aufs Kommissariat nehmen. Varanassi, der in Xaver einen alten Schulfreund wiedererkennt, möchte Xaver helfen. Während die beiden Kommissar noch diskutieren, was denn zu tun sei, macht sich Xaver aus dem Staub. Zurück bleibt seine neunjährige Tochter ""Fanny"", die die beiden nun auch noch am Hals haben. Xaver ist aber nicht der einzige Verdächtige. Auch die Frau des Ermordeten, Beatrice Aumüller, und der Verwalter der Großgeflügelfarm Johannes Herzig hätten, wie sich herausstellt, gute Gründe gehabt, Bert Aumüller zu beseitigen... ",Hans Noever,Gerhard J. Rekel,Wolfgang Koch ,180,1248,1,1,1,5.89,17.0,1044.0,842.0,69.0,52.0,"['Johannes Nikolussi', 'Wolfgang Hübsch', 'Georg Schuchter', 'Erwin Steinhauer', 'Mirjam Ploteny', 'Elisabeth Lanz', 'Michael Janisch', 'Melanie Kocsan', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1997,04,20,26
745,357,1997-04-13,Ehrlicher/Kain,Bierkrieg,Dresden,https://www.tatort-blog.de/folgen/tatort-dresden/bierkrieg/,2.8,74.0,MDR,12,"Im Kühlraum einer Dresdner Brauerei wird die Leiche des Verkaufsleiters Udo Schaffert gefunden: erschossen. Während die Spurensicherung noch bei der Arbeit ist, taucht schon der erste Reporter auf. Kommissar Ehrlicher schmeißt ihn kurzerhand raus, doch das bleibt nicht ohne Folgen. Der Polizeipräsident stellt Ehrlicher vor die Wahl: Entweder wird der Fall in den nächsten drei Tagen gelöst, oder dem Hauptkommissar drohen Suspendierung vom Dienst und ein Disziplinarverfahren. Ehrlicher und sein Kollege Kain machen sich an die Arbeit. Das Mordopfer war nicht nur ein erfolgreicher Geschäftsmann, sondern hatte auch viel Glück bei den Frauen. Kain nimmt sich die diversen Freundinnen von Udo Schaffert unter die Lupe. Mit Nachbarin Rita Merz und einer gewissen Christina Born hatte Schaffert gleichzeitig ein Verhältnis - angeblich machte das den Damen nichts aus. Auch seiner Sekretärin Sylvia Lehmann war der Bierfachmann sehr zugetan. Doch die ist mit dem Vertriebsleiter der Brauerei verheiratet...  ",Wolfgang Panzer,"Claudia Sontheim, Peter Zender",Edwin Horak ,148,1006,1,2,1,6.63,19.0,988.0,786.0,24.0,24.0,"['Bernd Michael Lade', 'Peter Sodann', 'Laura Tonke', 'Michael Tonke', 'Emanuela von Frankenberg', 'Esther Schweins', 'Anna-Katharina Muck', 'Hilmar Eichhorn', 'Christoph Hofrichter', 'Hannelore Koch', 'Ines Dalchau', 'Herbert Olschok', nan, nan, nan, nan, nan, nan, nan, nan]",1997,04,13,28
746,356,1997-06-04,Batic/Leitmayr,"Liebe, Sex, Tod",München,https://www.tatort-blog.de/folgen/tatort-muenchen/liebe-sex-tod/,3.2,87.0,BR,10,"Eine Hitzewelle lastet auf München. Einsamkeit, unerfüllte Hoffnungen und Sehnsüchte beeinträchtigen in diesen Tagen die strapazierten Beziehungen der ohnehin stressgeplagten Bewohner, die in der Mehrzahl Singles sind. Der Streifenpolizist Felix Rust verbringt seine einsamen Feierabende mit voyeuristischen Beobachtungen und anonymen 	 Telefonanrufen. Über private ""Strafzettelaktionen"", mit denen er sich schnellen Sex verschafft, versucht Rust seiner Isolation zu entfliehen. Bis er durch eine bizarre, ganz in Leder gekleidete Figur in eine bedrohliche erotische Wirklichkeit entführt wird, die seine Sinne bis aufs Äußerste reizt. Und er ist verrückt genug, noch mehr davon zu wollen. Am nächsten Tag wird seine verstümmelte Leiche an einem See aufgefunden. Alle Spuren weisen auf eine Frau als Täterin, die in der Umgebung des Toten zu finden sein muss. Die beiden Hauptkommissare Ivo Batic und Franz Leitmayr ermitteln im Umfeld der Einsamen und Partnersuchenden. Selbst für die ausgefallensten Wünsche gibt es raffiniert organisierte Spezialisten, Partnervermittlungen aller Art sind ein lukratives Geschäft. Bei ihren Ermittlungen schlüpfen Batic und Leitmayr in die Rolle möglicher Heiratskandidaten. Ihr Kollege Carlo Menzinger macht sich daran, eine der letzten Eintragungen im Kalender des Toten zu entschlüsseln: ""Cocoon"" - ein Filmtitel. Die Nachforschungen der beiden Hauptkommissare konzentrieren sich derweil auf die lebenshungrige, filmverrückte Videoverkäuferin Ira Berg, eine Nachbarin des Toten, und auf die Spielwarenverkäuferin Judith Homann. Ein Taxifahrer will wissen, daß sie zur Tatzeit am See war. Doch beide Verdächtige können Alibis vorweisen. Judith wird von ihrem Bruder Lukas entlastet, und Ira war zur Tatzeit mit ihrem Kollegen Robert zusammen. Flirtschulen, Abenteuerprostitution, Therapieparties gegen Impotenz - Batic und Leitmayr ist es in der sommerlichen Großstadt eigentlich ohnehin schon heiß genug. Zu allem Überfluss wird Leitmayr von Ira zu schweißtreibenden Verfolgungsjagden provoziert, Batic soll sich sofort für eine feste Beziehung mit einer Kollegin entscheiden, und Carlo ist merkwürdig verschlossen und gibt nichts über seine Recherchen zum Stichwort ""Cocoon"" preis...  ",Peter Fratzscher,Christian Jeltsch,Thomas Merker ,305,2225,1,1,1,9.62,29.0,273.0,74.0,31.0,7.0,"['Miroslav Nemec', 'Udo Wachtveitl', 'Dietmar Mössmer', 'Barbara Rudnik', 'Karina Marmann', 'Christian A. Koch', 'Alexander Duda', 'Michael Fitz', 'Oliver Hasenfratz', 'Alana Bock', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1997,06,04,32
747,355,1997-03-31,Sommer,Gefährliche Übertragung,Hamburg,https://www.tatort-blog.de/folgen/tatort-hamburg/gefaehrliche-uebertragung/,2.3,40.0,NDR,6,"Die 19jährige Marcia Nasovicz, Tochter serbischer Eltern, ist aus dem achten Stock eines Hochhauses gestürzt. War es ein Selbstmord oder wurde die junge Frau umgebracht? Lea Sommer ermittelt zum ersten Mal in Hamburg. Ihre Nachforschungen ergeben, dass der konservative Vater Marcias Lebensweise verurteilt hat und offensichtlich zu Gewalttätigkeiten neigt. Auch der Psychiater Dr. Thoma, bei dem die Tote wegen ihrer Magersucht in Behandlung war, verwickelt sich immer mehr in Widersprüche. Seine Therapie schien gewisse Grenzen überschritten zu haben. Seine Ehefrau hat ebenfalls ein Motiv: Eifersucht. Da geschieht etwas Unvorhersehbares, und der Fall nimmt eine dramatische Wendung. Sanela, die Schwester des Opfers, führt die Kommissarin auf die Spur einer Hamburger Modeschöpferin - und zu einer überraschenden Lösung... Beim Tatort ""Gefährliche Übertragung"" handelt es sich eigentlich um eine Folge aus der Serie ""Die Kommissarin"" mit Hannelore Elsner als Ermittlerin Lea Sommer. Während ""Die Kommissarin"" normalerweise in Frankfurt ermittelt, ist der Ort des Geschehens in dieser Folge die Hansestadt Hamburg. Für Lea Sommer blieb es jedoch bei lediglich zwei Einsätzen im Tatort. ",Petra Haffter,Eva-Maria Mieke,David Slama ,170,1189,1,1,1,6.63,20.7,891.0,689.0,62.0,4.0,"['Hannelore Elsner', 'Anna Thalbach', 'Sophie Steiner', 'Andreas Herder', 'Hansa Czypionka', 'Barbara Rudnik', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1997,03,31,23
748,354,1997-03-23,Flemming,Brüder,Düsseldorf,https://www.tatort-blog.de/folgen/tatort-duesseldorf/brueder/,2.9,70.0,WDR,10,"Kommissar Flemming bereitet sich auf seinen Ruhestand vor. In jeder freien Minute arbeitet er an seinem Boot, mit dem er nach Holland schippern und sich dort seinen Traum von Freiheit und Unabhängigkeit erfüllen will. Aber noch einmal holen ihn seine beruflichen Pflichten ein - und stürzen ihn in einen tiefen persönlichen Konflikt. Da muß Miriam Koch - trotz Schwangerschaft und Hochzeitsvorbereitungen - unbedingt einen kühlen Kopf bewahren. Zunächst sieht es aus wie ein ganz gewöhnlicher Mord: Eine junge Frau ist bei Dunkelheit am Steuer einer Limousine erschossen worden. Allerdings stellt sich heraus, daß es sich bei dem Wagen um ein gepanzertes Fahrzeug und bei der Kugel um ein Stahlmantelgeschoß handelt. Der Politologe Dr. Sonders, Wahlkampfleiter der ""Bürgerpartei"", hatte den Wagen geleast - für seinen Spitzenkandidaten, den Anwalt Karl Flemming. Galt der Anschlag also dem Politiker, und war der Mord an der Studentin Birgit Lauffer, Mitarbeiterin im Wahlkampfteam, nur ein ""Versehen""? Birgits Freund Harry jedenfalls reagiert fassungslos, und auch Sandra, ihre WG-Genossin, kann sich nicht vorstellen, wer ein Interesse an Birgits Tod gehabt haben könnte. Immerhin gibt sie preis, dass Birgit sich von Harry trennen wollte... ",Hartmut Griesmayr,Wolfgang Brenner,Charly Steinberger ,186,1244,1,1,1,7.53,21.0,869.0,667.0,14.0,4.0,"['Martin Lüttge', 'Martin Lüttge', 'Thorsten Nindel', 'Roswitha Schreiner', 'Rita Lengyel', 'Diana Körner', 'Inka Calvi', 'Uli Freund', 'Ulrich Gebauer', 'H. C. Blumenberg', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1997,03,23,29
749,353,1997-02-03,Brinkmann,Eulenburg,Frankfurt,https://www.tatort-blog.de/folgen/tatort-frankfurt/eulenburg/,2.1,136.0,HR,10,"Bohländer ist erfolgreicher Anlageberater in Frankfurt. Neuerdings versucht er sich auch noch als Produzent im Showgeschäft. Als ihn eines Abends ein mysteriöser Telefonanruf während der Vorbereitungen für eine Großveranstaltung aus der Alten Oper lockt, wird er von zwei Motorradfahrern vor dem Gebäude erschossen. Die Täter können unerkannt entkommen. Kommissar Brinkmann übernimmt die Ermittlungen. Auf Anordnung seines Chefs Dr. Marbach muss er seine tüchtige junge Kollegin Alice Bohte von dem Fall abziehen, weil ein Zeitungsbericht über sie Marbachs Missfallen erregt hat. Wütend darüber fährt Alice hinter Brinkmanns Rücken auf eigene Faust nach Rüdesheim. Der beliebte Weinort im Rheingau könnte nach einem vagen Hinweis, der in Bohländers Auto gefunden wurde, in dem undurchsichtigen Mordfall eine Rolle spielen. Dort gerät sie in eine alte Villa, die mit Asylanten belegt ist. Auf das Wohnheim wurde kürzlich ein Brandanschlag verübt, das Haus wird seither von der Polizei rund um die Uhr überwacht. Alice gibt sich fälschlich als Frankfurter Journalistin aus und lernt auf diese Weise den netten Patrick von Dohmen kennen, dem die Villa gehört. Er ist von ihr offenbar recht angetan und bemüht sich um sie...  ",Sylvia Hoffman,Sylvia Hoffman,Armin Alker ,184,1222,1,1,1,7.24,21.0,869.0,667.0,56.0,38.0,"['Karl-Heinz von Hassel', 'Anouschka Renzi', 'Anna Thalbach', 'Walter Renneisen', 'Günter Waidacher', 'Karina Marmann', 'Thomas Heinze', 'Wilfried Hochholdinger', 'Daniela Lunkewitz', 'Ivan Desny', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1997,02,03,21
750,352,1997-02-23,Stoever/Brockmöller,Ausgespielt,Hamburg,https://www.tatort-blog.de/folgen/tatort-hamburg/ausgespielt/,3.0,83.0,NDR,9,"Der Jazzmusiker Max Zeller ist in die Obdachlosenszene abgerutschte. Eines Abends gerät er in einen heftigen Streit mit seinen Kumpels Grabert und Fellgiebel. Er behauptet steif und fest, der neue Erfolgssong aus der Hitparade sei von ihm. Als ihn seine Kumpels auslachen, eskaliert der Streit. Am nächsten Morgen ist Zeller tot. Kommissar Stoever und sein Kollege Brockmöller erkennen den Toten sofort, als sie am Tatort eintreffen. Sie verehrten den bekannten Jazzmusiker und haben alle seine Platten. Die Kommissare können einfach nicht glauben, dass ihr einstiges Idol so heruntergekommen ist und treiben mit aller Intensität die Ermittlungen voran. Dabei stoßen sie auf Zellers ehemalige Freundin Tina Beck, die gerade für eine wichtige Rolle in einem neuen Musical probt, in dessen Mittelpunkt ihr neuer Erfolgssong steht. Es stellt sich heraus, dass sowohl Musicalproduzent Sven Planitz als auch der Förderer Ulrich Gerstenberg und der Komponist Detlev Markowski den Ermordeten gut kannten. Keiner macht jedoch einen Hehl daraus, dass Zeller nicht sonderlich beliebt war...  ",Jürgen Roland,Hans-Werner Kettenbach,Randolf Scherraus ,162,1082,1,1,1,9.42,26.9,367.0,165.0,40.0,,"['Charles Brauer', 'Manfred Krug', 'Joachim Regelien', 'Veit Stübner', 'Jörg Pleva', 'Holger Mahlich', 'Burghart Klaußner', 'Horst Frank', 'Anna Maria Kaufmann', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1997,02,23,30
751,351,1997-02-02,Brinkmann,Akt in der Sonne,Frankfurt,https://www.tatort-blog.de/folgen/tatort-frankfurt/akt-in-der-sonne/,3.2,146.0,HR,9,"Udo Bode hat wieder einmal eine Haftstrafe abgesessen, seine Mutter holt ihn aus dem Gefängnis ab. Er hat die besten Vorsätze, nicht noch einmal hinter Gittern zu landen. Zu Hause erwartet ihn ein Schock: Seine Frau ist durchgebrannt und hat nicht nur die Wohnung, sondern auch sein kleines Konto leergeräumt. Seine geliebte Tochter Evchen ist ebenfalls verschwunden. In seiner Stammkneipe kommt Bode mit zwei zwielichtigen Herren in Kontakt. Sie bieten ihm und seinem Freund Karl 70.000 DM, wenn die beiden ihnen ein wertvolles Gemälde von Auguste Renoir beschaffen. Das Bild einer jungen Frau, betitelt ""Akt in der Sonne"", hängt in der Villa der reichen Witwe Oda von Fichtel und ist durch eine Alarmanlage gesichert, mit der Bode sich auskennt... ",Heinz Schirk,Heinz Schirk,Werner Hoffmann ,120,750,1,1,1,6.95,19.1,974.0,772.0,68.0,5.0,"['Karl-Heinz von Hassel', 'Eva Zeidler', 'Daniela Ziegler', 'Hans-Martin Stier', 'Claus-Dieter Reents', 'Dieter Hufschmidt', 'Martin May', 'Natalie Minko', 'Elisabeth Endriss', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1997,02,02,32
752,350,1997-12-01,Odenthal/Kopper,Tod im All,Ludwigshafen,https://www.tatort-blog.de/folgen/tatort-ludwigshafen/tod-im-all/,3.0,104.0,SWF,8,"Der legendäre Bestseller-Ufologe Lunik van Deeling ist ermordet worden - behauptet zumindest ein geheimnisvoller, anonymer Anrufer. Oder ist das Ganze nur ein grandioser PR-Gag? Van Deeling auf Exkursion ins All, zur Plauderstunde mit den Außerirdischen? Hauptkommissarin Lena Odenthal ist sauer. Sie weigert sich hartnäckig, hinter dem Verschwinden ein kaltes Gewaltverbrechen zu vermuten. Doch dann geschieht ein zweiter Mord, an dem nicht zu zweifeln ist: Eine Radioreporterin, befasst mit Recherchen in Sachen Deeling, wird tot in ihrer Wohnung aufgefunden. Jetzt wird Lena Odenthal aktiv. Und bemerkt, dass es offenbar nur eines gibt, was in der Schlacht um außerirdisches Leben zählt: die Gesetze von steilem Erfolg und schnellem Reichtum. Sie spürt, dass die Motive des Verbrechens im persönlichen Umfeld des Ufologen zu sichen sind. Und endlich begreift sie, dass es nur einen Weg gibt, den möglichen Täter zu überführen. Sie muss ihn mit seinen eigenen Waffen schlagen. Sie braucht die Leiche und weiß genau: Es ist höchste Zeit für eine Begegnung der dritten Art - bei der allen Beteiligten Hören und Sehen vergeht... ",Thomas Bohn,Thomas Bohn,Immo Rentz ,172,1128,1,1,1,6.91,17.8,1035.0,833.0,63.0,63.0,"['Andreas Hoppe', 'Ulrike Folkerts', 'Johanna Liebeneiner', 'Hans-Günter Martens', 'Marquard Bohm', 'Walter Gontermann', 'Alexander Beck', 'Carol Campbell', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1997,12,01,30
753,349,1996-12-29,Ehrlicher/Kain,Die Reise in den Tod,Dresden,https://www.tatort-blog.de/folgen/tatort-dresden/die-reise-in-den-tod/,2.9,75.0,MDR,4,"Kommissar Ehrlicher hat Urlaub, doch dann muss er plötzlich in eigener Sache ermitteln: Seine Frau Lore wird während ihrer Urlaubsreise in Krakau Opfer eines Bombenattentats. Hals über Kopf reist Ehrlicher nach Polen und trifft dort auf seinen polnischen Kollegen Halski, der in diesem Fall die Ermittlungen leitet. Halski und seine polnischen Kollegen vermuten einen Zusammenhang zwischen Lore Ehrlicher und einem weitverzweigten Schmuggler-Ring, der mit artgeschützten Tieren handelt. Lores Urlaubsvideo zeigt sie mit einem Mann, der in die illegalen Machenschaften verstrickt sein soll. Ehrlicher, überzeugt von der Unschuld seiner Frau, ermittelt zusammen mit seinem Assistenten Kain in Polen. Wo ist die mysteriöse Unbekannte, die nach einem Autounfall Lore Ehrlicher kurz vor ihrem Tod um Hilfe bat? Ehrlicher und Kain finden zumindest das Autowrack... ",Wolfgang Panzer,Hans-Werner Honert,Edwin Horak ,123,859,1,1,1,6.48,18.1,1020.0,818.0,26.0,26.0,"['Peter Sodann', 'Bernd Michael Lade', 'Marek Kondrat', 'Marijam Agischewa', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1996,12,29,29
754,348,1996-12-15,Batic/Leitmayr,Perfect Mind – Im Labyrinth,München,https://www.tatort-blog.de/folgen/tatort-muenchen/perfect-mind-im-labyrinth/,3.5,242.0,BR,9,"Beate Helmstedt, Richterin am Verwaltungsgericht, hat alle Vorbereitungen für eine Liebesnacht mit ihrem neuen Freund Philipp Ems getroffen. Als er ihr brutal mitteilt, dass sein Interesse an ihr reine Berechnung ist und er Liebe nur vorgetäuscht hat, dreht die Richterin durch. Wenig später wird Ems tot in seiner Wohnung aufgefunden. Die Hauptkommissare Ivo Batic und Franz Leitmayr entdecken schnell, dass Ems der international operierenden Sekte ""Perfect Mind"" angehörte. Die Ermittlungen im hermetisch geschlossenen Kreis der Mitglieder bringen sie keinen Schritt weiter. Ems' Schwester Milena, selbst ein hochrangiges Sektenmitglied, kann den Tod ihres Bruders nicht verwinden. Sie fühlt sich mitschuldig und erklärt sich bereit, mit der Polizei zusammenzuarbeiten. In der Sekte hat Milena mittlerweile die freigewordene Position ihres Bruders übernommen. Sektenchef Hanno Haak deutet ihr an, dass sie durchaus für einen Aufstieg in der Hierarchie von ""Perfect Mind"" geeignet sein könnte. Doch dafür muss sich Milena einem quälenden Verhör aussetzen, dem sie nur mit Mühe standhält. Leitmayr und Batic sind sich nicht einig, ob Milena weiterhin als Informantin für sie in Frage kommt. Leitmayr setzt sich darüber hinweg, dass Milena durch ihre Kontakte zur Polizei gefährdet ist, während Batic den Plan für zu gefährlich hält. Und Milena verstrickt sich mehr und mehr in ihr Doppelspiel. Erst allmählich begreift sie, welche Rolle ihr Haak zugedacht hat. Inzwischen steht Richterin Helmstedt vor der Verhandlung, in der sie über die Anerkennung von ""Perfect Mind"" als Religionsgemeinschaft entscheiden wird. Als Milena den Kommissaren den entscheidenden Hinweis auf den Tod ihres Bruders geben will, wird sie von der Sekte enttarnt. Batic und Leitmayr geraten immer mehr in eine Atmosphäre von Betrug, Misstrauen und Bespitzelung und müssen um Milenas Leben fürchten... ",Friedemann Fromm,Christoph Fromm,Klaus Merkel ,275,1876,1,1,1,7.11,20.0,926.0,724.0,97.0,73.0,"['Udo Wachtveitl', 'Miroslav Nemec', 'Michael Fitz', 'Natalia Wörner', 'Ulrich Tukur', 'Jürgen Tonkel', 'Annette Kreft', 'Felix Eitner', 'Jürgen Hentsch', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",1996,12,15,35
